NGCC,4,10pF,85.3764,68.6118,2.55766,2.57713,4.05517e+06,0.000204948,638.4872839450836,778.9328362941742
NGCC,4,20pF,106.968,70.5248,2.81812,2.80774,4.10178e+06,0.000138262,355.4795262813568,497.40588665008545
AZC,2,1500pF,92.4184,62.294,0.134847,0.133538,2.11698e+06,7.09392e-05,439.2988030910492,1418.4695267677307
NGCC,4,50pF,96.5926,60.242,2.38126,2.38599,4.00459e+06,0.000890181,408.9344234466553,549.9535069465637
NGCC,4,100pF,91.8891,74.83,3.41418,3.44849,4.85108e+06,0.00127903,569.5622231960297,712.1298794746399
NGCC,5,5pF,86.9541,62.3445,3.35832,3.35014,5.1956e+06,0.000110451,478.47512125968933,765.001772403717
NGCC,5,10pF,82.6903,67.9435,5.44016,5.36763,7.27161e+06,0.000202985,520.7613065242767,925.8757710456848
NGCC,5,20pF,95.5409,61.9262,4.03712,4.04561,6.04367e+06,0.000419165,431.5789952278137,574.0158944129944
NGCC,5,50pF,100.011,63.4602,3.86708,3.8779,5.61336e+06,0.000608136,554.1027555465698,696.6072092056274
NGCC,5,100pF,85.7113,73.4852,3.34862,3.4029,5.13596e+06,0.00101329,450.816766500473,722.8364272117615
IAC,1,50pF,140.142,65.7591,0.307659,0.288839,1.51438e+06,1.8168e-05,396.28306674957275,532.4903998374939
AZC,2,5000pF,103.991,60.237,0.0309843,0.0307687,2.18467e+06,0.00010822,376.7233200073242,526.9144351482391
IAC,1,100pF,123.824,63.9249,0.168622,0.162775,1.18075e+06,4.79754e-05,285.99241185188293,429.7725839614868
NMCNR,1,5pF,97.9284,60.4993,0.728496,0.715068,1.02862e+06,1.70765e-05,315.3426716327667,450.5818462371826
IAC,1,150pF,106.427,63.5354,0.340487,0.323116,1.12923e+06,3.27018e-05,438.77982234954834,600.8529500961304
NMCNR,1,10pF,93.6037,60.6053,0.715283,0.702979,1.00148e+06,5.94485e-05,384.7756862640381,552.9525327682495
AZC,2,10000pF,91.98,61.3169,0.697857,0.682014,2.04488e+06,7.49948e-05,330.7110815048218,931.7337501049042
IAC,1,200pF,115.736,60.9396,0.180354,0.172402,1.01467e+06,4.94945e-05,337.6895377635956,492.9704246520996
NMCNR,1,20pF,124.71,65.2882,0.529984,0.528588,1.0077e+06,2.86449e-05,358.1496160030365,519.1066937446594
NMCNR,1,50pF,108.78,61.8541,0.66549,0.66327,1.05949e+06,7.20813e-05,317.24563932418823,454.72474789619446
IAC,1,250pF,112.299,60.5505,0.189597,0.180992,1.0034e+06,4.18508e-05,358.84763383865356,494.42089438438416
IAC,1,500pF,113.429,60.0931,0.158045,0.15172,1.03006e+06,4.79103e-05,347.73458647727966,489.63925099372864
NMCNR,1,100pF,107.224,60.2295,0.752662,0.750748,1.0423e+06,0.000245954,393.39288568496704,677.8129415512085
IAC,2,50pF,130.539,61.9715,0.589725,0.554151,2.03716e+06,2.40392e-05,413.7009313106537,548.694139957428
NMCNR,2,5pF,91.8574,68.9636,1.44234,1.42677,2.00103e+06,5.15418e-05,353.7797157764435,629.0928916931152
IAC,2,100pF,113.578,61.9739,0.449754,0.435773,2.78101e+06,4.92915e-05,458.3005747795105,597.6331017017365
NMCNR,2,10pF,102.473,62.4147,1.65648,1.64426,2.12537e+06,8.65499e-05,333.96240496635437,469.49991726875305
AZC,3,500pF,91.1274,60.9454,0.415332,0.411822,3.20189e+06,0.0001289,436.1971595287323,998.0498383045197
IAC,2,150pF,102.332,62.4535,0.946113,0.913038,2.05975e+06,2.69064e-05,486.7268395423889,631.9023463726044
NMCNR,2,20pF,100.601,60.5034,0.894277,0.894153,2.08504e+06,5.45179e-05,318.1316192150116,609.1104004383087
AZC,3,1000pF,97.9615,61.9473,0.0690211,0.0685311,3.04246e+06,0.000174001,639.409138917923,780.8740661144257
NMCNR,2,50pF,90.7049,64.6855,1.3786,1.3868,2.08266e+06,0.000296881,304.09011363983154,448.32760643959045
IAC,2,200pF,96.8017,61.1347,0.169891,0.167454,4.38717e+07,0.00127907,550.0653562545776,680.3377063274384
NMCNR,2,100pF,105.817,62.8283,1.60426,1.59405,2.18996e+06,0.000474175,350.602662563324,488.62599325180054
IAC,2,250pF,98.573,60.2395,1.05395,1.01413,2.39209e+06,5.25715e-05,400.0008430480957,532.595409154892
NMCNR,3,5pF,98.5142,66.3809,2.06973,2.07154,3.23667e+06,8.17879e-05,346.12225437164307,481.6012864112854
IAC,2,500pF,111.225,61.142,0.467408,0.445564,2.28116e+06,8.09263e-05,367.19400334358215,508.9526059627533
AZC,3,1500pF,100.094,63.8793,0.503583,0.499834,3.71691e+06,0.000105858,393.46476650238037,668.2411901950836
NMCNR,3,10pF,101.305,60.9155,2.07829,2.05525,3.04502e+06,0.000169665,366.36513471603394,644.7403230667114
IAC,3,50pF,138.172,64.0107,0.927,0.874113,3.35903e+06,2.15995e-05,323.28544878959656,468.7224898338318
IAC,3,100pF,118.956,60.2211,1.27399,1.21746,3.26458e+06,2.72136e-05,383.4862675666809,518.3024141788483
NMCNR,3,20pF,93.6999,60.7289,3.28953,3.1827,3.00655e+06,0.000232807,366.86585235595703,632.2691731452942
IAC,3,150pF,103.628,60.3341,0.310252,0.305487,3.47414e+06,7.79907e-05,368.7010929584503,509.1957802772522
AZC,3,5000pF,104.673,61.3095,0.276999,0.274993,3.0172e+06,0.000145905,383.5604591369629,662.7167377471924
NMCNR,3,50pF,88.2539,61.6415,2.15884,2.14436,3.01701e+06,0.000227147,373.7344958782196,516.1716024875641
IAC,3,200pF,98.8604,60.9319,1.12481,1.06287,3.13411e+06,5.40718e-05,392.97943592071533,527.7084510326385
NMCF,1,5pF,102.627,62.1079,0.872555,0.857377,1.02351e+06,2.07045e-05,393.60555624961853,537.991712808609
IAC,3,250pF,104.548,61.8538,0.985215,0.927097,3.24614e+06,6.16751e-05,391.2487859725952,539.4434998035431
NMCNR,3,100pF,91.2204,60.1647,2.55654,2.53573,3.10469e+06,0.00104679,373.72376680374146,651.9708454608917
IAC,3,500pF,104.915,62.4435,0.780388,0.73745,3.00615e+06,8.94545e-05,373.64455580711365,523.8782534599304
NMCF,1,10pF,89.7068,66.4895,0.803318,0.818821,1.07711e+06,3.26746e-05,484.2890181541443,641.7924554347992
AZC,2,15000pF,92.2158,60.5861,0.593182,0.576604,2.01725e+06,0.000149186,345.83623719215393,1242.4132270812988
IAC,4,50pF,96.0992,60.3007,1.04899,0.996286,4.09748e+06,6.97176e-05,341.5663363933563,643.4752299785614
NMCF,1,20pF,95.8745,67.7239,0.825108,0.818996,1.06169e+06,5.3219e-05,388.12746262550354,536.4843821525574
NMCNR,4,5pF,86.2716,60.1085,2.45066,2.43351,4.24685e+06,0.000132792,344.490355014801,930.3237950801849
IAC,4,100pF,105.906,61.2597,0.875804,0.83194,4.27544e+06,3.8622e-05,342.0688798427582,482.34893560409546
NMCF,1,50pF,111.084,73.1292,0.660003,0.656473,1.21995e+06,6.56916e-05,483.3007712364197,622.4222927093506
AZC,3,10000pF,93.2252,60.5011,0.488927,0.485545,3.00015e+06,0.000171778,344.98545575141907,760.9372367858887
NMCNR,4,10pF,95.5035,60.9952,2.83957,2.82251,4.0579e+06,0.000148756,276.75284695625305,550.6139581203461
IAC,4,150pF,108.425,60.0918,1.66473,1.57116,4.03634e+06,6.32516e-05,441.72989201545715,576.1967451572418
NMCF,1,100pF,94.0511,60.1182,0.710433,0.704598,1.04466e+06,0.000144033,415.50491976737976,551.9538884162903
NMCNR,4,20pF,102.712,60.0155,3.29282,3.26202,4.01671e+06,0.000248151,538.5645983219147,684.2711360454559
IAC,4,200pF,129.05,64.9922,1.12037,1.06832,5.4158e+06,3.79068e-05,405.2258048057556,550.8886213302612
NMCF,2,5pF,86.9225,61.6823,1.97603,1.9359,2.13344e+06,4.94648e-05,379.91145753860474,509.4901428222656
IAC,4,250pF,110.14,60.718,0.327486,0.322683,4.44988e+06,8.55839e-05,555.215535402298,834.8629767894745
NMCNR,4,50pF,97.143,60.2384,2.87112,2.84396,4.06098e+06,0.00106725,338.8256239891052,480.8954248428345
NMCF,2,10pF,98.4128,63.7656,2.24497,2.19687,3.39824e+06,5.06126e-05,390.7679862976074,529.3823313713074
NMCNR,4,100pF,90.5033,60.0763,2.63952,2.65448,4.28189e+06,0.00108571,304.15355944633484,443.18589663505554
IAC,4,500pF,123.953,71.9107,1.64974,1.57853,4.28364e+06,9.72596e-05,358.82923221588135,496.3162362575531
NMCF,2,20pF,100.692,60.2006,1.24842,1.24498,2.01893e+06,0.000139231,412.78848791122437,542.7840912342072
NMCNR,5,5pF,84.7255,64.4123,3.12184,3.15743,5.12921e+06,8.22071e-05,379.4989769458771,512.7060420513153
IAC,5,50pF,109.525,67.212,1.07788,1.02717,5.19599e+06,7.15527e-05,321.60355854034424,593.8476459980011
NMCF,2,50pF,96.9797,61.6819,1.72058,1.70841,2.1492e+06,0.000252336,468.148108959198,598.8346893787384
NMCNR,5,10pF,89.2134,60.5258,3.46643,3.44329,5.01344e+06,0.000183852,433.5899565219879,568.642285823822
IAC,5,100pF,111.458,63.8219,1.33847,1.27016,5.40905e+06,3.42097e-05,366.24469685554504,502.34996223449707
NMCF,2,100pF,87.1369,60.9223,1.34694,1.35086,2.2099e+06,0.000539537,421.07037258148193,555.0751135349274
IAC,5,150pF,112.51,61.6664,0.839312,0.809208,5.01702e+06,0.000130015,297.42487025260925,439.67255902290344
NMCNR,5,20pF,92.2434,62.4803,4.48915,4.53783,6.33325e+06,0.000452769,430.15922021865845,564.8959221839905
IAC,5,200pF,118.645,61.6852,1.30517,1.22682,5.08416e+06,3.87053e-05,458.4170410633087,601.2549939155579
NMCF,3,5pF,105.218,66.1598,2.31405,2.28943,3.11288e+06,4.24677e-05,500.6839008331299,636.0268702507019
NMCNR,5,50pF,87.3656,61.1726,3.22541,3.24865,5.13742e+06,0.00136003,332.3324296474457,738.3326494693756
IAC,5,250pF,123.083,61.9628,2.13558,2.01543,5.51363e+06,3.90305e-05,346.95205569267273,493.8198709487915
NMCNR,5,100pF,96.4528,63.307,4.17665,4.13025,5.20469e+06,0.00122897,295.73788595199585,435.963907957077
NMCF,3,10pF,95.4114,64.0977,1.8723,1.90165,3.09409e+06,6.84201e-05,379.4771337509155,519.288117647171
IAC,5,500pF,100.94,62.2621,2.125,2.00822,6.25864e+06,8.7453e-05,391.76395058631897,527.1847608089447
NMCF,3,20pF,90.2494,69.0192,2.42974,2.40049,3.48778e+06,0.000137734,442.3306031227112,575.8454275131226
NMCF,3,50pF,100.874,63.7151,2.18583,2.21515,3.75747e+06,0.00152456,446.06806659698486,714.7935755252838
NMCF,3,100pF,102.573,67.855,2.26826,2.29114,3.16047e+06,0.00062805,498.2666320800781,624.8265242576599
NMCF,4,5pF,94.6541,60.6665,3.56109,3.51391,4.97255e+06,0.000104622,663.2597877979279,796.731721162796
NMCF,4,10pF,100.517,71.7944,3.9989,3.9295,5.99201e+06,9.7482e-05,437.9431233406067,578.2477834224701
NMCF,4,20pF,88.8624,63.1999,2.83768,2.79039,4.4398e+06,0.000164796,583.1121592521667,719.6840147972107
NMCF,4,50pF,84.0035,60.4745,0.538853,0.542004,4.51778e+06,0.000596884,864.0513978004456,1132.9769849777222
NMCF,4,100pF,83.2161,60.751,2.75248,2.73196,4.04279e+06,0.00208559,449.30761098861694,715.3355977535248
NMCF,5,5pF,86.5567,68.502,4.44109,4.42093,5.739e+06,8.9217e-05,421.6079261302948,549.5304946899414
NMCF,5,10pF,85.8122,60.9259,3.17405,3.12474,5.08875e+06,0.000218035,411.1919147968292,544.737877368927
NMCF,5,20pF,87.4937,68.7925,4.91765,4.90553,5.53817e+06,0.000223189,501.50400018692017,646.3318483829498
NMCF,5,50pF,96.6051,64.9967,4.74846,4.64957,5.58359e+06,0.000577957,448.55888843536377,580.8451716899872
NMCF,5,100pF,87.9517,62.4977,3.28158,3.3213,5.15608e+06,0.00107157,566.1515727043152,701.2634677886963
NMC,1,5pF,98.2755,61.4921,0.545177,0.547668,1.06813e+06,1.5882e-05,306.52642917633057,445.804438829422
NMC,1,10pF,85.4741,60.4204,0.58138,0.578784,1.0354e+06,4.57581e-05,404.47931838035583,539.7167177200317
NMC,1,20pF,95.0912,60.5854,0.764617,0.757062,1.04347e+06,0.000164366,347.52046394348145,479.3707230091095
NMC,1,50pF,102.234,67.5726,0.947497,0.945948,1.27328e+06,0.000184882,298.2262032032013,427.4990301132202
NMC,1,100pF,102.459,62.8877,0.544655,0.543553,1.08811e+06,0.000110829,395.979043006897,528.0404942035675
NMC,2,5pF,89.8513,61.5697,1.31883,1.32267,2.12587e+06,4.4162e-05,333.0138976573944,608.8009316921234
NMC,2,10pF,117.585,62.074,1.33616,1.3065,2.01176e+06,3.987e-05,396.2520809173584,529.659775018692
NMC,2,20pF,86.217,60.0815,1.54965,1.53908,2.09166e+06,0.000138467,487.7309319972992,621.8849160671234
NMC,2,50pF,89.5544,60.2273,1.11781,1.1153,2.02075e+06,0.000121829,386.62764620780945,650.365226984024
NMC,2,100pF,102.966,60.4326,1.27084,1.2719,2.02311e+06,0.000594181,315.0373046398163,581.602550983429
NMC,3,5pF,91.2459,62.3501,2.115,2.11348,3.01037e+06,6.87047e-05,350.02762174606323,616.4270672798157
NMC,3,10pF,89.7769,60.4716,2.54135,2.52045,3.14664e+06,0.000144792,304.8589577674866,567.7176809310913
NMC,3,20pF,80.7998,60.0948,3.06311,2.99664,3.0054e+06,0.00019505,310.1509037017822,578.0954301357269
NMC,3,50pF,87.2154,60.0083,1.96633,1.96885,3.06098e+06,0.000609841,284.3323302268982,429.6591172218323
NMC,3,100pF,94.2747,60.5666,2.06975,2.09547,3.2833e+06,0.000576802,354.8612835407257,623.6520040035248
NMC,4,5pF,93.78,60.3239,3.39997,3.38218,4.15504e+06,0.00010661,370.0140962600708,635.5503189563751
NMC,4,10pF,96.9358,61.1114,3.1125,3.12142,4.39823e+06,0.000220499,378.3010277748108,641.006551027298
NMC,4,20pF,101.076,61.6499,3.00786,2.99946,4.26201e+06,0.00015777,376.0048370361328,511.8054096698761
NMC,4,50pF,97.9391,66.5535,2.34844,2.34619,4.82337e+06,0.000274795,316.5225987434387,452.5530126094818
NMC,4,100pF,87.971,67.297,2.76176,2.78915,4.46968e+06,0.00117719,334.1236915588379,602.3377027511597
NMC,5,5pF,81.0726,60.519,3.94153,4.00219,5.57328e+06,0.000107777,365.88937187194824,493.1825933456421
NMC,5,10pF,99.9406,61.3364,2.99004,3.0092,5.01751e+06,0.000209819,365.72482109069824,759.3945574760437
NMC,5,20pF,82.8903,61.0474,3.12538,3.12017,5.02031e+06,0.000499334,342.4240825176239,478.1443717479706
NMC,5,50pF,94.5767,61.9108,4.80034,4.77162,5.24679e+06,0.000599547,327.3991799354553,474.6836402416229
NMC,5,100pF,105.955,69.0275,3.36018,3.36569,6.26734e+06,0.000794139,338.5359182357788,470.6968104839325
TCFC,3,100pF,104.439,66.6113,1.29661,1.22944,3.35983e+06,3.6765e-05,329.43730306625366,426.5972783565521
TCFC,1,50pF,103.298,64.4185,0.168107,0.162948,1.21051e+06,1.95948e-05,274.2223446369171,366.0599434375763
TCFC,1,100pF,121.85,64.6043,0.385198,0.361863,1.16877e+06,1.76679e-05,315.30363368988037,402.4235031604767
TCFC,1,150pF,121.023,73.3211,0.495431,0.468712,1.1268e+06,1.87311e-05,353.6255798339844,445.49306416511536
TCFC,1,200pF,137.086,79.0582,0.316398,0.297215,1.29159e+06,1.64542e-05,329.42731642723083,436.9473617076874
TCFC,1,500pF,101.022,76.4007,0.406788,0.385336,1.06554e+06,2.41782e-05,318.16629004478455,402.99012994766235
TCFC,2,50pF,121.013,72.5872,0.464034,0.446284,2.49642e+06,2.41417e-05,348.02503967285156,448.3510117530823
TCFC,2,100pF,109.621,73.0083,1.54979,1.46785,3.13065e+06,2.62316e-05,324.72202157974243,411.94291257858276
TCFC,2,150pF,79.93,61.9175,0.260306,0.256183,2.94093e+07,0.0178071,268.36703419685364,553.7020165920258
TCFC,2,200pF,114.074,83.2027,1.03906,0.983787,2.48069e+06,2.85434e-05,329.6234107017517,444.09959506988525
TCFC,2,500pF,116.424,61.0861,0.359463,0.348275,2.75744e+06,4.55508e-05,274.9470226764679,364.00468015670776
TCFC,3,50pF,107.588,75.9331,1.80156,1.72764,3.72315e+06,2.70177e-05,251.48166155815125,342.3897614479065
TCFC,3,150pF,144.951,65.5291,1.35143,1.29912,3.29028e+06,4.20483e-05,571.2329783439636,683.8358271121979
TCFC,3,200pF,109.33,70.21,1.39688,1.3165,3.9484e+06,4.26653e-05,290.51008677482605,382.0748932361603
TCFC,3,500pF,107.825,65.4314,0.42616,0.418387,3.73816e+06,6.74111e-05,277.54983258247375,367.5301775932312
TCFC,4,50pF,101.724,63.1925,0.659687,0.646432,4.19156e+06,6.53246e-05,288.72455406188965,379.5446979999542
TCFC,4,100pF,103.94,70.4756,2.19816,2.116,4.00262e+06,0.000104214,494.46284008026123,584.4615142345428
TCFC,4,150pF,98.62,61.1773,2.14794,2.06089,4.0224e+06,4.64601e-05,355.95122361183167,447.0785870552063
TCFC,4,200pF,98.9704,61.8974,1.41795,1.34043,4.90448e+06,6.04799e-05,317.5118017196655,412.5565676689148
TCFC,4,500pF,109.472,71.8995,2.01453,1.90622,4.69218e+06,0.000131921,285.1916275024414,379.37350153923035
TCFC,5,50pF,117.568,75.105,2.53059,2.42623,6.0934e+06,5.65511e-05,308.3840913772583,421.48946833610535
TCFC,5,100pF,115.343,82.4955,1.64434,1.54953,5.1867e+06,5.23196e-05,352.93389081954956,461.39331316947937
TCFC,5,150pF,107.049,65.799,1.75687,1.66211,5.51503e+06,6.07198e-05,505.1285252571106,596.4666585922241
TCFC,5,200pF,130.529,76.0439,2.73344,2.62328,5.70477e+06,9.4749e-05,345.53791403770447,459.17254519462585
TCFC,5,500pF,116.426,63.795,3.7883,3.6233,5.52397e+06,0.000297082,334.77068424224854,444.8976628780365
SMCNR,1,10pF,75.3797,61.8103,0.697744,0.681066,1.03813e+06,1.72189e-05,226.30167245864868,316.1779980659485
SMCNR,1,20pF,69.262,61.4928,0.783283,0.761667,1.12761e+06,4.0616e-05,199.99586176872253,289.5192811489105
SMCNR,1,100pF,60.7182,60.7489,0.790788,0.769244,1.03507e+06,0.000173557,209.22610926628113,294.0308723449707
SMCNR,2,10pF,62.5941,60.21,1.61879,1.57915,2.30423e+06,3.12277e-05,180.40711951255798,270.5090401172638
SMCNR,2,20pF,61.4742,61.7755,1.32108,1.28574,2.03532e+06,5.34913e-05,188.9859266281128,273.7025468349457
SMCNR,2,30pF,62.8614,60.138,1.7501,1.70707,2.26248e+06,0.000128416,214.23973655700684,299.7537100315094
SMCNR,1,30pF,71.8956,60.1345,0.517219,0.496232,1.13961e+06,4.31036e-05,209.80175614356995,294.05958676338196
SMCNR,1,40pF,75.0325,60.9522,0.964219,0.941068,1.133e+06,4.71018e-05,216.43262434005737,307.5630078315735
SMCNR,1,50pF,68.4666,60.2698,0.792413,0.776144,1.12655e+06,7.20924e-05,220.9953646659851,311.35377287864685
SMCNR,2,40pF,60.1772,61.429,1.27367,1.21612,2.34826e+06,0.000143576,198.64211344718933,294.2843084335327
SMCNR,2,50pF,60.6767,61.8579,1.36642,1.33746,2.08309e+06,0.000128517,235.5631184577942,320.7301514148712
SMCNR,2,100pF,67.1631,60.2232,1.72117,1.68274,2.05568e+06,0.000204372,192.984060049057,282.21108317375183
SMCNR,3,10pF,65.5957,60.3862,3.50521,3.33208,3.094e+06,4.51466e-05,190.9526093006134,281.08437156677246
SMCNR,3,20pF,60.2397,62.939,2.82493,2.73828,3.61423e+06,0.000120972,192.9787073135376,283.3712959289551
SMCNR,3,30pF,64.7117,60.4315,2.4621,2.40452,3.04119e+06,9.62457e-05,239.93545961380005,324.9739143848419
SMCNR,3,40pF,61.0141,60.95,1.96198,1.91398,3.20756e+06,0.000172912,183.05837678909302,268.5026171207428
SMCNR,3,50pF,60.7487,60.2642,2.57479,2.50653,3.02208e+06,0.000161349,205.91028594970703,381.9829773902893
SMCNR,3,100pF,60.0948,60.9192,2.23009,2.17809,3.2708e+06,0.000676269,187.07955265045166,271.9900276660919
SMCNR,4,10pF,64.6927,60.4304,1.75688,1.70929,4.13278e+06,4.69709e-05,226.66469264030457,312.4376766681671
SMCNR,4,20pF,63.1418,62.2305,3.2292,3.01237,4.445e+06,0.000116798,182.0524344444275,279.76216411590576
SMCNR,4,30pF,66.2772,61.3157,2.836,2.73865,4.61497e+06,0.000266745,207.94386100769043,298.54767656326294
SMCNR,4,40pF,68.208,61.1568,1.95199,1.83524,4.00801e+06,0.000209954,206.39343810081482,296.2986435890198
SMCNR,4,50pF,61.5055,61.0395,3.37463,3.10528,4.00318e+06,0.000199597,176.43816208839417,262.09156823158264
SMCNR,4,100pF,62.2031,60.2432,3.13673,3.03889,4.09875e+06,0.000604351,205.3025450706482,295.4074852466583
SMCNR,5,10pF,65.2932,60.5737,3.18381,3.13429,5.29355e+06,6.05405e-05,190.81090712547302,276.37869143486023
SMCNR,5,20pF,63.0242,61.3642,3.23037,3.17873,5.53286e+06,0.000145334,288.4569139480591,379.16070222854614
SMCNR,5,30pF,61.6874,60.2277,3.43225,3.35652,5.17537e+06,0.000173043,188.0695743560791,267.9188711643219
SMCNR,5,40pF,63.2804,60.6137,4.79187,4.66638,5.08451e+06,0.000209027,211.2081377506256,302.2921106815338
SMCNR,5,50pF,66.6452,60.9436,3.98028,3.88701,5.08941e+06,0.00034618,227.42446398735046,312.54082107543945
SMCNR,5,100pF,64.303,61.2423,5.67252,5.44628,6.1942e+06,0.000866398,219.8138234615326,305.0644347667694
SMC,1,10pF,62.7131,60.1157,0.881827,0.869852,1.48314e+06,2.32411e-05,227.20001888275146,312.88564372062683
SMC,1,20pF,70.0502,62.6508,1.03047,1.00098,1.19509e+06,3.59652e-05,171.23088335990906,261.5648138523102
SMC,1,30pF,70.4101,60.2957,1.25831,1.2112,1.23525e+06,4.2265e-05,214.5186207294464,305.58594512939453
SMC,1,40pF,65.2647,60.848,1.13999,1.10026,1.18133e+06,5.78117e-05,190.5580768585205,276.7751088142395
SMC,1,50pF,73.9307,61.4409,0.890857,0.868079,1.11424e+06,5.81541e-05,216.38373160362244,306.7586009502411
SMC,1,100pF,72.2884,62.6372,0.599904,0.590273,1.01216e+06,0.000147515,218.4395911693573,304.2533848285675
SMC,2,10pF,73.3315,63.7298,1.67069,1.64073,2.43677e+06,4.87483e-05,190.53368997573853,287.74138474464417
SMC,2,20pF,61.8441,63.7631,1.50364,1.46999,2.01079e+06,5.62443e-05,221.94006419181824,313.17377614974976
SMC,2,30pF,61.5118,61.547,1.64002,1.60618,2.26802e+06,8.34993e-05,215.5157573223114,301.0946638584137
SMC,2,40pF,68.0952,61.8063,1.49525,1.46921,2.30635e+06,0.00012236,233.1487579345703,324.36883783340454
SMC,2,50pF,72.8668,60.3157,1.7005,1.66968,2.64835e+06,0.000169376,183.78049421310425,281.2629339694977
SMC,2,100pF,66.5847,62.506,2.1288,2.06242,2.31921e+06,0.000484755,193.49126386642456,284.5140218734741
SMC,3,10pF,62.9622,63.1307,2.29784,2.25585,3.29753e+06,5.20327e-05,196.6628954410553,278.0267598628998
SMC,3,20pF,61.8689,64.5,2.3818,2.33373,3.1797e+06,8.88906e-05,194.30207800865173,280.45874428749084
SMC,3,30pF,63.8608,60.9911,2.41683,2.35971,3.06909e+06,0.000101548,175.52500343322754,260.67325925827026
SMC,3,40pF,60.2149,60.943,2.18432,2.1417,3.14638e+06,0.000142757,211.8686339855194,297.2551715373993
SMC,3,50pF,62.2809,61.5261,2.15935,2.12494,3.42705e+06,0.00021204,197.60896468162537,289.07509565353394
SMC,3,100pF,60.6819,62.1657,2.48025,2.41746,3.05183e+06,0.000567525,176.66274976730347,267.42089009284973
SMC,4,10pF,72.2591,60.8863,2.7347,2.68727,4.06039e+06,6.46962e-05,201.1944010257721,292.65582299232483
SMC,4,20pF,62.0034,61.9666,2.66894,2.62527,4.26179e+06,0.000172057,203.906804561615,289.24163484573364
SMC,4,30pF,64.4629,61.1846,2.92963,2.87684,4.51012e+06,0.000255685,184.2565722465515,275.95391631126404
SMC,4,40pF,65.9848,60.8594,3.46387,3.38098,4.44009e+06,0.00021478,204.31563591957092,294.7208926677704
SMC,4,50pF,67.1909,60.8616,3.39639,3.31413,4.1573e+06,0.000210817,209.6162133216858,300.84909558296204
SMC,4,100pF,68.7486,61.04,4.49632,4.33817,4.36183e+06,0.000904075,189.82639598846436,270.4530863761902
SMC,5,10pF,66.497,60.2768,3.39232,3.33635,5.19594e+06,9.27881e-05,201.95034790039062,292.11085057258606
SMC,5,20pF,64.8884,63.7453,5.23122,5.07416,5.49632e+06,0.000292062,194.8206741809845,280.3435516357422
